B,0,0,5
B,0,1,-5
B,0,2,-2
B,0,3,-4
B,0,4,2
B,0,5,-9
B,0,6,4
B,0,7,4
B,0,8,8
B,0,9,-8
B,0,10,-6
B,0,11,-4
B,0,12,6
B,0,13,6
B,0,14,-7
B,0,15,1
B,0,16,-6
B,0,17,8
B,0,18,-7
B,0,19,7
B,0,20,9
B,0,21,-4
B,0,22,-7
B,0,23,-9
B,0,24,-1
B,0,25,9
B,0,26,5
B,0,27,1
B,0,28,-5
B,0,29,1
B,0,30,-7
B,0,31,0
B,0,32,8
B,0,33,5
B,0,34,2
B,0,35,-4
B,0,36,-3
B,0,37,-2
B,0,38,2
B,0,39,7
B,0,40,-4
B,0,41,8
B,0,42,4
B,0,43,-7
B,0,44,-3
B,0,45,5
B,0,46,2
B,0,47,-6
B,0,48,3
B,0,49,-7
B,0,50,-4
B,0,51,-6
B,0,52,-5
B,0,53,5
B,0,54,-1
B,0,55,-8
B,0,56,7
B,0,57,7
B,0,58,7
B,0,59,-1
B,0,60,6
B,0,61,5
B,0,62,-7
B,0,63,8
B,0,64,-1
B,0,65,5
B,0,66,4
B,0,67,9
B,0,68,-9
B,0,69,8
B,0,70,1
B,0,71,3
B,0,72,-2
B,0,73,9
B,0,74,1
B,0,75,2
B,0,76,2
B,0,77,-1
B,0,78,-1
B,0,79,4
B,0,80,8
B,0,81,5
B,0,82,1
B,0,83,6
B,0,84,8
B,0,85,5
B,0,86,0
B,0,87,-4
B,0,88,-7
B,0,89,-7
B,0,90,6
B,0,91,9
B,0,92,3
B,0,93,-9
B,0,94,-3
B,0,95,-9
B,0,96,4
B,0,97,0
B,0,98,3
B,0,99,5
B,0,100,8
B,0,101,8
B,0,102,-2
B,0,103,7
B,0,104,9
B,0,105,7
B,0,106,4
B,0,107,-7
B,0,108,8
B,0,109,-5
B,0,110,6
B,0,111,4
B,0,112,-1
B,0,113,0
B,0,114,2
B,0,115,6
B,0,116,-3
B,0,117,1
B,0,118,0
B,0,119,-6
B,0,120,6
B,0,121,1
B,0,122,-4
B,0,123,7
B,0,124,8
B,0,125,5
B,0,126,-4
B,0,127,1
B,0,128,-2
B,0,129,-7
B,0,130,-6
B,0,131,-5
B,0,132,-6
B,0,133,0
B,0,134,2
B,0,135,4
B,0,136,8
B,0,137,4
