B,0,0,8
B,0,1,4
B,0,2,6
B,0,3,7
B,0,4,-2
B,0,5,-9
B,0,6,-7
B,0,7,2
B,0,8,-4
B,0,9,3
B,0,10,-3
B,0,11,-6
B,0,12,-9
B,0,13,-9
B,0,14,-2
B,0,15,0
B,0,16,-7
B,0,17,4
B,0,18,-5
B,0,19,-7
B,0,20,-5
B,0,21,3
B,0,22,-8
B,0,23,-9
B,0,24,-2
B,0,25,2
B,0,26,-7
B,0,27,9
B,0,28,0
B,0,29,0
B,0,30,6
B,0,31,-6
B,0,32,-1
B,0,33,1
B,0,34,5
B,0,35,1
B,0,36,-5
B,0,37,0
B,0,38,7
B,0,39,2
B,0,40,8
B,0,41,4
B,0,42,2
B,0,43,3
B,0,44,-7
B,0,45,-2
B,0,46,-8
B,0,47,-4
B,0,48,9
B,0,49,-9
B,0,50,5
B,0,51,-8
B,0,52,8
B,0,53,-7
B,0,54,-9
B,0,55,4
B,0,56,-8
B,0,57,9
B,0,58,8
B,0,59,-1
B,0,60,1
B,0,61,-4
B,0,62,0
B,0,63,-4
B,0,64,9
B,0,65,-2
B,0,66,7
B,0,67,-6
B,0,68,-5
B,0,69,7
B,0,70,1
B,0,71,-9
B,0,72,-1
B,0,73,2
B,0,74,8
B,0,75,-1
B,0,76,-1
B,0,77,-4
B,0,78,4
B,0,79,-2
B,1,0,-6
B,1,1,1
B,1,2,-1
B,1,3,6
B,1,4,7
B,1,5,4
B,1,6,3
B,1,7,-1
B,1,8,3
B,1,9,-2
B,1,10,-9
B,1,11,7
B,1,12,3
B,1,13,4
B,1,14,0
B,1,15,1
B,1,16,1
B,1,17,4
B,1,18,0
B,1,19,6
B,1,20,-7
B,1,21,7
B,1,22,2
B,1,23,8
B,1,24,-1
B,1,25,-3
B,1,26,9
B,1,27,5
B,1,28,8
B,1,29,-4
B,1,30,-7
B,1,31,7
B,1,32,3
B,1,33,-9
B,1,34,9
B,1,35,0
B,1,36,-2
B,1,37,0
B,1,38,-8
B,1,39,4
B,1,40,-9
B,1,41,-3
B,1,42,-5
B,1,43,6
B,1,44,-6
B,1,45,-8
B,1,46,7
B,1,47,4
B,1,48,-2
B,1,49,-7
B,1,50,5
B,1,51,7
B,1,52,4
B,1,53,-5
B,1,54,-1
B,1,55,-8
B,1,56,-9
B,1,57,0
B,1,58,-2
B,1,59,6
B,1,60,3
B,1,61,8
B,1,62,-4
B,1,63,0
B,1,64,6
B,1,65,-1
B,1,66,-6
B,1,67,-4
B,1,68,3
B,1,69,5
B,1,70,2
B,1,71,6
B,1,72,-2
B,1,73,-2
B,1,74,2
B,1,75,9
B,1,76,-4
B,1,77,5
B,1,78,1
B,1,79,9
B,2,0,1
B,2,1,2
B,2,2,-4
B,2,3,-6
B,2,4,-5
B,2,5,-8
B,2,6,8
B,2,7,8
B,2,8,4
B,2,9,-5
B,2,10,-8
B,2,11,6
B,2,12,5
B,2,13,-7
B,2,14,5
B,2,15,6
B,2,16,-7
B,2,17,7
B,2,18,-2
B,2,19,-6
B,2,20,2
B,2,21,-3
B,2,22,1
B,2,23,-6
B,2,24,-9
B,2,25,-2
B,2,26,9
B,2,27,-2
B,2,28,-5
B,2,29,2
B,2,30,9
B,2,31,3
B,2,32,2
B,2,33,-9
B,2,34,-2
B,2,35,5
B,2,36,-4
B,2,37,-4
B,2,38,3
B,2,39,6
B,2,40,0
B,2,41,8
